Account,ATMID,caldate,Dispense,DT,MaxCapacity,CountTotalTxn
XYZ,T1BH000603091,24-06-2021,96000,0,3520000,22
XYZ,T1BH000274012,24-06-2021,179900,0,2860000,62
ABC,SPCN02020,25-06-2021,383700,5,2640000,117
ABC,TPCN10269,25-06-2021,675700,34,3520000,108
ABC,APCN00816,25-06-2021,16800,6,2640000,13
PQR,S1CN1142,25-06-2021,349500,0,3520000,34
PQR,S1CN2022,25-06-2021,480100,0,2860000,167
PQR,SPCND067,25-06-2021,685500,0,3520000,149
ABC,APAN11109,25-06-2021,465500,7,3520000,109
ABC,APAN23217,25-06-2021,291800,3,3740000,109
PQR,SPCNG376,25-06-2021,0,1440,3520000,0
PQR,S1CN3514,25-06-2021,0,1440,3520000,0
PQR,S1CN2820,25-06-2021,82500,510,3520000,26
ABC,APAN22403,25-06-2021,55300,0,2420000,16
ABC,APAN35706,25-06-2021,10000,0,2860000,2
XYZ,T1NY000166081,25-06-2021,707000,69,3520000,193
XYZ,T1BH000011116,25-06-2021,112000,0,3520000,59
XYZ,T1BH000603091,25-06-2021,0,0,3520000,0
XYZ,T1BH000274012,25-06-2021,20000,343,2860000,3
ABC,SPCN02020,26-06-2021,397800,0,2640000,114
ABC,TPCN10269,26-06-2021,561900,4,3520000,90
ABC,APCN00816,26-06-2021,61000,9,2640000,24
PQR,S1CN1142,26-06-2021,195500,6,3520000,25
PQR,S1CN2022,26-06-2021,432500,12,2860000,191
PQR,SPCND067,26-06-2021,681000,0,3520000,117
ABC,APAN11109,26-06-2021,387000,0,3520000,109
ABC,APAN23217,26-06-2021,553700,0,3740000,148
PQR,SPCNG376,26-06-2021,0,1440,3520000,0
PQR,S1CN3514,26-06-2021,0,1440,3520000,0
PQR,S1CN2820,26-06-2021,143000,933,3520000,48
ABC,APAN22403,26-06-2021,486700,10,2420000,84
ABC,APAN35706,26-06-2021,0,7,2860000,0
XYZ,T1NY000166081,26-06-2021,851500,0,3520000,220
XYZ,T1BH000011116,26-06-2021,495000,0,3520000,187
XYZ,T1BH000603091,26-06-2021,51000,128,3520000,26
XYZ,T1BH000274012,26-06-2021,104700,0,2860000,33
ABC,SPCN02020,27-06-2021,346000,0,2640000,103
ABC,TPCN10269,27-06-2021,428200,0,3520000,74
ABC,APCN00816,27-06-2021,1200,0,2640000,3
PQR,S1CN1142,27-06-2021,113500,0,3520000,14
PQR,S1CN2022,27-06-2021,304200,0,2860000,196
PQR,SPCND067,27-06-2021,567000,0,3520000,90
ABC,APAN11109,27-06-2021,268000,0,3520000,115
ABC,APAN23217,27-06-2021,494400,37,3740000,138
PQR,SPCNG376,27-06-2021,0,1440,3520000,0
PQR,S1CN3514,27-06-2021,0,1440,3520000,0
PQR,S1CN2820,27-06-2021,261000,0,3520000,99
ABC,APAN22403,27-06-2021,133700,0,2420000,51
ABC,APAN35706,27-06-2021,0,0,2860000,0
XYZ,T1NY000166081,27-06-2021,1269500,0,3520000,312
XYZ,T1BH000011116,27-06-2021,604500,0,3520000,208
XYZ,T1BH000603091,27-06-2021,31500,0,3520000,24
XYZ,T1BH000274012,27-06-2021,63700,128,2860000,25
ABC,SPCN02020,28-06-2021,269400,156,2640000,72
ABC,TPCN10269,28-06-2021,720100,0,3520000,104
ABC,APCN00816,28-06-2021,79000,0,2640000,22
PQR,S1CN1142,28-06-2021,215500,0,3520000,32
PQR,S1CN2022,28-06-2021,672800,12,2860000,243
PQR,SPCND067,28-06-2021,186000,214,3520000,62
ABC,APAN11109,28-06-2021,131500,8,3520000,41
ABC,APAN23217,28-06-2021,166700,34,3740000,95
PQR,SPCNG376,28-06-2021,0,1440,3520000,0
PQR,S1CN3514,28-06-2021,0,1440,3520000,0
PQR,S1CN2820,28-06-2021,252000,0,3520000,90
ABC,APAN22403,28-06-2021,281800,49,2420000,60
ABC,APAN35706,28-06-2021,12000,33,2860000,3
XYZ,T1NY000166081,28-06-2021,1141500,0,3520000,274
XYZ,T1BH000011116,28-06-2021,576000,0,3520000,213
XYZ,T1BH000603091,28-06-2021,159500,0,3520000,44
XYZ,T1BH000274012,28-06-2021,119100,0,2860000,45
ABC,SPCN02020,29-06-2021,378000,3,2640000,121
ABC,TPCN10269,29-06-2021,555400,4,3520000,97
ABC,APCN00816,29-06-2021,140900,0,2640000,32
PQR,S1CN1142,29-06-2021,48500,0,3520000,12
PQR,S1CN2022,29-06-2021,495800,50,2860000,166
PQR,SPCND067,29-06-2021,739000,0,3520000,143
ABC,APAN11109,29-06-2021,371000,0,3520000,108
ABC,APAN23217,29-06-2021,470900,0,3740000,112
PQR,SPCNG376,29-06-2021,0,1440,3520000,0
PQR,S1CN3514,29-06-2021,0,1440,3520000,0
PQR,S1CN2820,29-06-2021,246500,0,3520000,82
ABC,APAN22403,29-06-2021,521900,0,2420000,107
ABC,APAN35706,29-06-2021,15500,0,2860000,6
XYZ,T1NY000166081,29-06-2021,1062000,0,3520000,272
XYZ,T1BH000011116,29-06-2021,666500,0,3520000,243
XYZ,T1BH000603091,29-06-2021,86500,0,3520000,30
XYZ,T1BH000274012,29-06-2021,174000,0,2860000,48
ABC,SPCN02020,30-06-2021,512900,0,2640000,146
ABC,TPCN10269,30-06-2021,1005900,0,3520000,111
ABC,APCN00816,30-06-2021,70700,0,2640000,29
PQR,S1CN1142,30-06-2021,286500,0,3520000,25
PQR,S1CN2022,30-06-2021,925700,108,2860000,264
PQR,SPCND067,30-06-2021,702500,10,3520000,117
ABC,APAN11109,30-06-2021,366000,0,3520000,119
ABC,APAN23217,30-06-2021,465000,0,3740000,101
PQR,SPCNG376,30-06-2021,0,1440,3520000,0
PQR,S1CN3514,30-06-2021,0,1440,3520000,0
PQR,S1CN2820,30-06-2021,286000,5,3520000,94
ABC,APAN22403,30-06-2021,490800,0,2420000,116
ABC,APAN35706,30-06-2021,3500,0,2860000,1
XYZ,T1NY000166081,30-06-2021,1352900,0,3520000,286
XYZ,T1BH000011116,30-06-2021,1004000,0,3520000,262
XYZ,T1BH000603091,30-06-2021,88500,85,3520000,32
XYZ,T1BH000274012,30-06-2021,180200,524,2860000,65
ABC,SPCN02020,01-07-2021,368100,0,2640000,123
ABC,TPCN10269,01-07-2021,336700,29,3520000,74
ABC,APCN00816,01-07-2021,150000,0,2640000,48
PQR,S1CN1142,01-07-2021,234000,5,3520000,22
PQR,S1CN2022,01-07-2021,899400,0,2860000,279
PQR,SPCND067,01-07-2021,1014500,0,3520000,188
ABC,APAN11109,01-07-2021,466500,0,3520000,125
ABC,APAN23217,01-07-2021,635300,0,3740000,177
PQR,SPCNG376,01-07-2021,0,1440,3520000,0
PQR,S1CN3514,01-07-2021,0,1439,3520000,0
PQR,S1CN2820,01-07-2021,419000,0,3520000,122
ABC,APAN22403,01-07-2021,127300,93,2420000,20
ABC,APAN35706,01-07-2021,0,506,2860000,0
XYZ,T1NY000166081,01-07-2021,2045000,0,3520000,427
XYZ,T1BH000011116,01-07-2021,729000,86,3520000,204
XYZ,T1BH000603091,01-07-2021,309500,0,3520000,82
XYZ,T1BH000274012,01-07-2021,141800,0,2860000,56
ABC,SPCN02020,02-07-2021,402600,262,2640000,72
ABC,TPCN10269,02-07-2021,903000,0,3520000,118
ABC,APCN00816,02-07-2021,96900,2,2640000,36
PQR,S1CN1142,02-07-2021,557000,0,3520000,47
PQR,S1CN2022,02-07-2021,767100,6,2860000,225
PQR,SPCND067,02-07-2021,1061000,0,3520000,210
ABC,APAN11109,02-07-2021,588500,0,3520000,139
ABC,APAN23217,02-07-2021,1260000,0,3740000,255
PQR,SPCNG376,02-07-2021,0,1440,3520000,0
PQR,S1CN3514,02-07-2021,0,1440,3520000,0
PQR,S1CN2820,02-07-2021,322000,0,3520000,115
ABC,APAN22403,02-07-2021,726600,0,2420000,145
ABC,APAN35706,02-07-2021,0,1440,2860000,0
XYZ,T1NY000166081,02-07-2021,1308500,0,3520000,284
XYZ,T1BH000011116,02-07-2021,575500,77,3520000,147
XYZ,T1BH000603091,02-07-2021,415500,0,3520000,99
XYZ,T1BH000274012,02-07-2021,63000,0,2860000,26
XYZ,T1NH000575414,02-07-2021,314000,0,3520000,81
ABC,SPCN02020,03-07-2021,719100,64,2640000,185
ABC,TPCN10269,03-07-2021,564500,47,3520000,94
ABC,APCN00816,03-07-2021,96100,0,2640000,41
PQR,S1CN1142,03-07-2021,307500,0,3520000,34
PQR,S1CN2022,03-07-2021,1066100,5,2860000,290
PQR,SPCND067,03-07-2021,374500,500,3520000,92
ABC,APAN11109,03-07-2021,264500,0,3520000,77
ABC,APAN23217,03-07-2021,849200,0,3740000,175
PQR,SPCNG376,03-07-2021,238500,932,3520000,51
PQR,S1CN3514,03-07-2021,0,1440,3520000,0
PQR,S1CN2820,03-07-2021,240000,0,3520000,63
ABC,APAN22403,03-07-2021,328200,171,2420000,64
ABC,APAN35706,03-07-2021,0,1170,2860000,0
XYZ,T1NY000166081,03-07-2021,1153500,0,3520000,267
XYZ,T1BH000011116,03-07-2021,1025000,0,3520000,276
XYZ,T1BH000603091,03-07-2021,180500,0,3520000,74
XYZ,T1BH000274012,03-07-2021,103000,0,2860000,39
XYZ,T1NH000575414,03-07-2021,281600,0,3520000,100
ABC,SPCN02020,04-07-2021,551400,0,2640000,156
ABC,TPCN10269,04-07-2021,378400,0,3520000,88
ABC,APCN00816,04-07-2021,700,0,2640000,5
PQR,S1CN1142,04-07-2021,202500,0,3520000,24
PQR,S1CN2022,04-07-2021,810900,0,2860000,330
PQR,SPCND067,04-07-2021,593500,0,3520000,111
ABC,APAN11109,04-07-2021,384500,0,3520000,111
ABC,APAN23217,04-07-2021,515800,0,3740000,124
PQR,SPCNG376,04-07-2021,288500,0,3520000,65
PQR,S1CN3514,04-07-2021,0,1440,3520000,0
PQR,S1CN2820,04-07-2021,396500,0,3520000,116
ABC,APAN22403,04-07-2021,0,0,2420000,0
ABC,APAN35706,04-07-2021,500,183,2860000,5
XYZ,T1NY000166081,04-07-2021,1080000,0,3520000,240
XYZ,T1BH000011116,04-07-2021,749500,0,3520000,195
XYZ,T1BH000603091,04-07-2021,145500,0,3520000,37
XYZ,T1BH000274012,04-07-2021,85800,0,2860000,38
XYZ,T1NH000575414,04-07-2021,312100,54,3520000,110
ABC,SPCN02020,05-07-2021,191600,12,2640000,79
ABC,TPCN10269,05-07-2021,625400,0,3520000,102
ABC,APCN00816,05-07-2021,91700,0,2640000,38
PQR,S1CN1142,05-07-2021,236000,0,3520000,26
PQR,S1CN2022,05-07-2021,936400,21,2860000,287
PQR,SPCND067,05-07-2021,891500,0,3520000,158
ABC,APAN11109,05-07-2021,278500,0,3520000,108
ABC,APAN23217,05-07-2021,280700,4,3740000,72
PQR,SPCNG376,05-07-2021,590500,15,3520000,97
PQR,S1CN3514,05-07-2021,0,1440,3520000,0
PQR,S1CN2820,05-07-2021,264000,6,3520000,79
ABC,APAN22403,05-07-2021,320800,1,2420000,65
ABC,APAN35706,05-07-2021,69500,226,2860000,10
XYZ,T1NY000166081,05-07-2021,844700,0,3520000,214
XYZ,T1BH000011116,05-07-2021,109500,0,3520000,62
XYZ,T1BH000603091,05-07-2021,365500,0,3520000,96
XYZ,T1BH000274012,05-07-2021,73400,0,2860000,40
XYZ,T1NH000575414,05-07-2021,305900,0,3520000,103
ABC,SPCN02020,06-07-2021,190200,0,2640000,89
ABC,TPCN10269,06-07-2021,713000,0,3520000,105
ABC,APCN00816,06-07-2021,131500,39,2640000,65
PQR,S1CN1142,06-07-2021,393500,16,3520000,37
PQR,S1CN2022,06-07-2021,748300,92,2860000,224
PQR,SPCND067,06-07-2021,870500,0,3520000,143
ABC,APAN11109,06-07-2021,214500,0,3520000,57
ABC,APAN23217,06-07-2021,785900,0,3740000,193
PQR,SPCNG376,06-07-2021,416000,0,3520000,93
PQR,S1CN3514,06-07-2021,502500,618,3520000,161
PQR,S1CN2820,06-07-2021,243500,33,3520000,91
ABC,APAN22403,06-07-2021,314700,0,2420000,55
ABC,APAN35706,06-07-2021,61000,0,2860000,11
XYZ,T1NY000166081,06-07-2021,835000,0,3520000,220
XYZ,T1BH000011116,06-07-2021,645000,0,3520000,208
XYZ,T1BH000603091,06-07-2021,360000,0,3520000,81
XYZ,T1BH000274012,06-07-2021,5200,0,2860000,10
XYZ,T1NH000575414,06-07-2021,120000,0,3520000,92
ABC,SPCN02020,07-07-2021,144000,452,2640000,30
ABC,TPCN10269,07-07-2021,629100,7,3520000,107
ABC,APCN00816,07-07-2021,86200,6,2640000,47
PQR,S1CN1142,07-07-2021,338000,0,3520000,34
PQR,S1CN2022,07-07-2021,938300,25,2860000,275
PQR,SPCND067,07-07-2021,799500,11,3520000,149
ABC,APAN11109,07-07-2021,521000,14,3520000,137
ABC,APAN23217,07-07-2021,686900,35,3740000,175
PQR,SPCNG376,07-07-2021,372500,5,3520000,93
PQR,S1CN3514,07-07-2021,637000,5,3520000,156
PQR,S1CN2820,07-07-2021,313000,6,3520000,102
ABC,APAN22403,07-07-2021,255700,0,2420000,70
ABC,APAN35706,07-07-2021,47500,55,2860000,15
XYZ,T1NY000166081,07-07-2021,1107900,0,3520000,257
XYZ,T1BH000011116,07-07-2021,593500,0,3520000,162
XYZ,T1BH000603091,07-07-2021,295500,0,3520000,76
XYZ,T1BH000274012,07-07-2021,0,0,2860000,13
XYZ,T1NH000575414,07-07-2021,258300,61,3520000,109
ABC,SPCN02020,08-07-2021,494100,0,2640000,128
ABC,TPCN10269,08-07-2021,622900,111,3520000,106
ABC,APCN00816,08-07-2021,125200,0,2640000,62
PQR,S1CN1142,08-07-2021,323000,6,3520000,39
PQR,S1CN2022,08-07-2021,1413800,0,2860000,374
PQR,SPCND067,08-07-2021,941000,0,3520000,188
ABC,APAN11109,08-07-2021,37000,65,3520000,39
ABC,APAN23217,08-07-2021,522700,6,3740000,142
PQR,SPCNG376,08-07-2021,207000,175,3520000,60
PQR,S1CN3514,08-07-2021,711500,55,3520000,190
PQR,S1CN2820,08-07-2021,0,38,3520000,68
ABC,APAN22403,08-07-2021,120000,0,2420000,32
ABC,APAN35706,08-07-2021,11000,145,2860000,12
XYZ,T1NY000166081,08-07-2021,1065800,0,3520000,260
XYZ,T1BH000011116,08-07-2021,470000,0,3520000,151
XYZ,T1BH000603091,08-07-2021,252000,0,3520000,75
XYZ,T1BH000274012,08-07-2021,0,0,2860000,0
XYZ,T1NH000575414,08-07-2021,116500,658,3520000,57
ABC,SPCN02020,09-07-2021,472900,203,2640000,120
ABC,TPCN10269,09-07-2021,859900,3,3520000,160
ABC,APCN00816,09-07-2021,106600,0,2640000,50
PQR,S1CN1142,09-07-2021,412000,0,3520000,48
PQR,S1CN2022,09-07-2021,599000,366,2860000,206
PQR,SPCND067,09-07-2021,206500,0,3520000,51
ABC,APAN11109,09-07-2021,0,0,3520000,22
ABC,APAN23217,09-07-2021,728000,43,3740000,194
PQR,SPCNG376,09-07-2021,406500,14,3520000,95
PQR,S1CN3514,09-07-2021,927000,0,3520000,267
PQR,S1CN2820,09-07-2021,400000,0,3520000,101
ABC,APAN22403,09-07-2021,0,62,2420000,0
ABC,APAN35706,09-07-2021,42000,698,2860000,10
XYZ,T1NY000166081,09-07-2021,873000,0,3520000,221
XYZ,T1BH000011116,09-07-2021,568500,51,3520000,192
XYZ,T1BH000603091,09-07-2021,305500,0,3520000,96
XYZ,T1BH000274012,09-07-2021,400,525,2860000,9
XYZ,T1NH000575414,09-07-2021,130900,725,3520000,68
ABC,SPCN02020,10-07-2021,453500,6,2640000,124
ABC,TPCN10269,10-07-2021,766800,8,3520000,110
ABC,APCN00816,10-07-2021,130100,4,2640000,48
PQR,S1CN1142,10-07-2021,365500,0,3520000,55
PQR,S1CN2022,10-07-2021,298500,21,2860000,135
PQR,SPCND067,10-07-2021,0,708,3520000,0
ABC,APAN11109,10-07-2021,0,32,3520000,16
ABC,APAN23217,10-07-2021,631500,162,3740000,185
PQR,SPCNG376,10-07-2021,155500,71,3520000,52
PQR,S1CN3514,10-07-2021,385500,49,3520000,142
PQR,S1CN2820,10-07-2021,383500,6,3520000,101
ABC,APAN22403,10-07-2021,0,0,2420000,0
ABC,APAN35706,10-07-2021,8500,504,2860000,4
XYZ,T1NY000166081,10-07-2021,987000,0,3520000,224
XYZ,T1BH000011116,10-07-2021,593500,0,3520000,187
XYZ,T1BH000603091,10-07-2021,177500,0,3520000,54
XYZ,T1BH000274012,10-07-2021,200,1440,2860000,21
XYZ,T1NH000575414,10-07-2021,307900,167,3520000,130
ABC,SPCN02020,11-07-2021,506300,0,2640000,138
ABC,TPCN10269,11-07-2021,767100,0,3520000,137
ABC,APCN00816,11-07-2021,4100,0,2640000,2
PQR,S1CN1142,11-07-2021,377500,0,3520000,37
PQR,S1CN2022,11-07-2021,977400,0,2860000,418
PQR,SPCND067,11-07-2021,0,1440,3520000,0
ABC,APAN11109,11-07-2021,0,0,3520000,13
ABC,APAN23217,11-07-2021,661000,0,3740000,228
PQR,SPCNG376,11-07-2021,295500,0,3520000,60
PQR,S1CN3514,11-07-2021,0,671,3520000,2
PQR,S1CN2820,11-07-2021,282000,0,3520000,79
ABC,APAN22403,11-07-2021,2000,0,2420000,1
ABC,APAN35706,11-07-2021,500,0,2860000,3
XYZ,T1NY000166081,11-07-2021,624500,0,3520000,189
XYZ,T1BH000011116,11-07-2021,518500,55,3520000,163
XYZ,T1BH000603091,11-07-2021,186000,56,3520000,54
XYZ,T1BH000274012,11-07-2021,0,1440,2860000,11
XYZ,T1NH000575414,11-07-2021,415800,0,3520000,196
ABC,SPCN02020,12-07-2021,356400,8,2640000,106
ABC,TPCN10269,12-07-2021,438900,3,3520000,75
ABC,APCN00816,12-07-2021,95300,0,2640000,35
PQR,S1CN1142,12-07-2021,182000,0,3520000,25
PQR,S1CN2022,12-07-2021,1422400,0,2860000,364
PQR,SPCND067,12-07-2021,0,562,3520000,19
ABC,APAN11109,12-07-2021,337000,41,3520000,91
ABC,APAN23217,12-07-2021,243000,4,3740000,91
PQR,SPCNG376,12-07-2021,411500,5,3520000,97
PQR,S1CN3514,12-07-2021,0,1379,3520000,0
PQR,S1CN2820,12-07-2021,303500,23,3520000,79
ABC,APAN22403,12-07-2021,0,260,2420000,0
ABC,APAN35706,12-07-2021,88500,0,2860000,15
XYZ,T1NY000166081,12-07-2021,293200,315,3520000,116
XYZ,T1BH000011116,12-07-2021,700000,0,3520000,280
XYZ,T1BH000603091,12-07-2021,344500,0,3520000,100
XYZ,T1BH000274012,12-07-2021,64000,1054,2860000,31
XYZ,T1NH000575414,12-07-2021,350000,397,3520000,139
ABC,SPCN02020,13-07-2021,253800,0,2640000,81
ABC,TPCN10269,13-07-2021,993300,0,3520000,118
ABC,APCN00816,13-07-2021,61500,0,2640000,30
PQR,S1CN1142,13-07-2021,203000,5,3520000,27
PQR,S1CN2022,13-07-2021,0,456,2860000,0
PQR,SPCND067,13-07-2021,599500,11,3520000,122
ABC,APAN11109,13-07-2021,482000,0,3520000,105
ABC,APAN23217,13-07-2021,751000,17,3740000,194
PQR,SPCNG376,13-07-2021,488500,0,3520000,94
PQR,S1CN3514,13-07-2021,362000,777,3520000,111
PQR,S1CN2820,13-07-2021,279000,126,3520000,83
ABC,APAN22403,13-07-2021,0,257,2420000,0
ABC,APAN35706,13-07-2021,0,608,2860000,0
XYZ,T1NY000166081,13-07-2021,971300,0,3520000,251
XYZ,T1BH000011116,13-07-2021,478500,0,3520000,141
XYZ,T1BH000603091,13-07-2021,144000,0,3520000,51
XYZ,T1BH000274012,13-07-2021,139000,0,2860000,63
XYZ,T1NH000575414,13-07-2021,292800,114,3520000,96
ABC,SPCN02020,14-07-2021,248400,0,2640000,81
ABC,TPCN10269,14-07-2021,618000,84,3520000,99
ABC,APCN00816,14-07-2021,91500,0,2640000,38
PQR,S1CN1142,14-07-2021,44500,60,3520000,10
PQR,S1CN2022,14-07-2021,912300,34,2860000,287
PQR,SPCND067,14-07-2021,536000,17,3520000,100
ABC,APAN11109,14-07-2021,409000,10,3520000,98
ABC,APAN23217,14-07-2021,421800,0,3740000,147
PQR,SPCNG376,14-07-2021,231500,5,3520000,60
PQR,S1CN3514,14-07-2021,720500,0,3520000,188
PQR,S1CN2820,14-07-2021,351000,150,3520000,89
ABC,APAN22403,14-07-2021,0,698,2420000,0
ABC,APAN35706,14-07-2021,55000,487,2860000,11
XYZ,T1NY000166081,14-07-2021,1160900,0,3520000,255
XYZ,T1BH000011116,14-07-2021,596500,0,3520000,206
XYZ,T1BH000603091,14-07-2021,130500,0,3520000,49
XYZ,T1BH000274012,14-07-2021,168500,0,2860000,48
XYZ,T1NH000575414,14-07-2021,429400,119,3520000,134
ABC,SPCN02020,15-07-2021,418300,0,2640000,121
ABC,TPCN10269,15-07-2021,0,915,3520000,0
ABC,APCN00816,15-07-2021,129800,13,2640000,32
PQR,S1CN1142,15-07-2021,478000,0,3520000,44
PQR,S1CN2022,15-07-2021,650000,6,2860000,235
PQR,SPCND067,15-07-2021,604000,0,3520000,117
ABC,APAN11109,15-07-2021,516500,13,3520000,118
ABC,APAN23217,15-07-2021,454200,0,3740000,128
PQR,SPCNG376,15-07-2021,306500,0,3520000,73
PQR,S1CN3514,15-07-2021,449500,0,3520000,135
PQR,S1CN2820,15-07-2021,404500,5,3520000,95
ABC,APAN22403,15-07-2021,156600,50,2420000,55
ABC,APAN35706,15-07-2021,10000,0,2860000,6
XYZ,T1NY000166081,15-07-2021,983900,0,3520000,253
XYZ,T1BH000011116,15-07-2021,194000,0,3520000,93
XYZ,T1BH000603091,15-07-2021,301500,0,3520000,87
XYZ,T1BH000274012,15-07-2021,73500,0,2860000,32
XYZ,T1NH000575414,15-07-2021,230300,388,3520000,103
ABC,SPCN02020,16-07-2021,208200,8,2640000,80
ABC,TPCN10269,16-07-2021,0,1440,3520000,0
ABC,APCN00816,16-07-2021,92600,0,2640000,35
PQR,S1CN1142,16-07-2021,168500,0,3520000,21
PQR,S1CN2022,16-07-2021,537900,0,2860000,174
PQR,SPCND067,16-07-2021,644000,23,3520000,127
ABC,APAN11109,16-07-2021,523000,348,3520000,115
ABC,APAN23217,16-07-2021,688300,0,3740000,195
PQR,SPCNG376,16-07-2021,371500,6,3520000,95
PQR,S1CN3514,16-07-2021,0,899,3520000,0
PQR,S1CN2820,16-07-2021,207000,0,3520000,74
ABC,APAN22403,16-07-2021,297700,24,2420000,80
ABC,APAN35706,16-07-2021,10000,0,2860000,7
XYZ,T1NY000166081,16-07-2021,918000,0,3520000,220
XYZ,T1BH000011116,16-07-2021,469000,48,3520000,151
XYZ,T1BH000603091,16-07-2021,126000,0,3520000,47
XYZ,T1BH000274012,16-07-2021,95500,0,2860000,44
XYZ,T1NH000575414,16-07-2021,407100,57,3520000,137
ABC,SPCN02020,17-07-2021,408500,0,2640000,122
ABC,TPCN10269,17-07-2021,0,1440,3520000,0
ABC,APCN00816,17-07-2021,93200,0,2640000,37
PQR,S1CN1142,17-07-2021,221500,6,3520000,31
PQR,S1CN2022,17-07-2021,605300,16,2860000,218
PQR,SPCND067,17-07-2021,583000,6,3520000,100
ABC,APAN11109,17-07-2021,359000,26,3520000,100
ABC,APAN23217,17-07-2021,793100,0,3740000,230
PQR,SPCNG376,17-07-2021,269500,6,3520000,81
PQR,S1CN3514,17-07-2021,362000,261,3520000,157
PQR,S1CN2820,17-07-2021,140500,296,3520000,37
ABC,APAN22403,17-07-2021,334400,0,2420000,72
ABC,APAN35706,17-07-2021,1000,0,2860000,1
XYZ,T1NY000166081,17-07-2021,737200,0,3520000,205
XYZ,T1BH000011116,17-07-2021,461500,0,3520000,170
XYZ,T1BH000603091,17-07-2021,173500,0,3520000,63
XYZ,T1BH000274012,17-07-2021,201000,0,2860000,65
XYZ,T1NH000575414,17-07-2021,452100,73,3520000,167
ABC,SPCN02020,18-07-2021,250800,0,2640000,81
ABC,TPCN10269,18-07-2021,0,1440,3520000,0
ABC,APCN00816,18-07-2021,9100,0,2640000,9
PQR,S1CN1142,18-07-2021,212000,0,3520000,17
PQR,S1CN2022,18-07-2021,0,1440,2860000,0
PQR,SPCND067,18-07-2021,426500,0,3520000,81
ABC,APAN11109,18-07-2021,377000,0,3520000,108
ABC,APAN23217,18-07-2021,254600,0,3740000,131
PQR,SPCNG376,18-07-2021,153000,0,3520000,53
PQR,S1CN3514,18-07-2021,282500,0,3520000,137
PQR,S1CN2820,18-07-2021,213500,383,3520000,60
ABC,APAN22403,18-07-2021,161500,0,2420000,52
ABC,APAN35706,18-07-2021,0,57,2860000,0
XYZ,T1NY000166081,18-07-2021,448600,141,3520000,126
XYZ,T1BH000011116,18-07-2021,475500,86,3520000,172
XYZ,T1BH000603091,18-07-2021,57500,88,3520000,21
XYZ,T1BH000274012,18-07-2021,107500,0,2860000,42
XYZ,T1NH000575414,18-07-2021,148500,560,3520000,80
ABC,SPCN02020,19-07-2021,225400,533,2640000,65
ABC,TPCN10269,19-07-2021,0,1440,3520000,0
ABC,APCN00816,19-07-2021,120300,47,2640000,54
PQR,S1CN1142,19-07-2021,432000,0,3520000,37
PQR,S1CN2022,19-07-2021,278600,745,2860000,151
PQR,SPCND067,19-07-2021,571500,0,3520000,110
ABC,APAN11109,19-07-2021,7000,1271,3520000,1
ABC,APAN23217,19-07-2021,186700,828,3740000,83
PQR,SPCNG376,19-07-2021,456000,6,3520000,101
PQR,S1CN3514,19-07-2021,417000,34,3520000,170
PQR,S1CN2820,19-07-2021,54000,94,3520000,26
ABC,APAN22403,19-07-2021,482400,79,2420000,110
ABC,APAN35706,19-07-2021,0,1206,2860000,0
XYZ,T1NY000166081,19-07-2021,620400,0,3520000,188
XYZ,T1BH000011116,19-07-2021,476000,0,3520000,156
XYZ,T1BH000603091,19-07-2021,161500,0,3520000,50
XYZ,T1BH000274012,19-07-2021,137500,0,2860000,52
XYZ,T1NH000575414,19-07-2021,311300,470,3520000,134
ABC,SPCN02020,20-07-2021,262500,469,2640000,92
ABC,TPCN10269,20-07-2021,521400,613,3520000,72
ABC,APCN00816,20-07-2021,163000,0,2640000,59
PQR,S1CN1142,20-07-2021,213000,33,3520000,35
PQR,S1CN2022,20-07-2021,360500,213,2860000,156
PQR,SPCND067,20-07-2021,555500,11,3520000,124
ABC,APAN11109,20-07-2021,0,781,3520000,0
ABC,APAN23217,20-07-2021,881100,618,3740000,284
PQR,SPCNG376,20-07-2021,409000,5,3520000,87
PQR,S1CN3514,20-07-2021,402500,39,3520000,149
PQR,S1CN2820,20-07-2021,239000,17,3520000,61
ABC,APAN22403,20-07-2021,374300,0,2420000,84
ABC,APAN35706,20-07-2021,0,398,2860000,0
XYZ,T1NY000166081,20-07-2021,640400,0,3520000,183
XYZ,T1BH000011116,20-07-2021,417500,0,3520000,143
XYZ,T1BH000603091,20-07-2021,83000,0,3520000,56
XYZ,T1BH000274012,20-07-2021,198000,0,2860000,56
XYZ,T1NH000575414,20-07-2021,88900,392,3520000,54
ABC,SPCN02020,21-07-2021,130000,0,2640000,70
ABC,TPCN10269,21-07-2021,960600,4,3520000,149
ABC,APCN00816,21-07-2021,145000,0,2640000,31
PQR,S1CN1142,21-07-2021,295000,0,3520000,29
PQR,S1CN2022,21-07-2021,422400,0,2860000,173
PQR,SPCND067,21-07-2021,0,0,3520000,0
ABC,APAN11109,21-07-2021,358000,263,3520000,71
ABC,APAN23217,21-07-2021,412000,0,3740000,151
PQR,SPCNG376,21-07-2021,240000,0,3520000,60
PQR,S1CN3514,21-07-2021,371500,0,3520000,129
PQR,S1CN2820,21-07-2021,199000,33,3520000,85
ABC,APAN22403,21-07-2021,459600,421,2420000,114
ABC,APAN35706,21-07-2021,11500,0,2860000,8
XYZ,T1NY000166081,21-07-2021,563300,0,3520000,163
XYZ,T1BH000011116,21-07-2021,432500,0,3520000,154
